UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,T_diff[K],Power_load,Tool_wear_norm,Type_H,Type_L,Type_M
17,M14876,-0.7024092752447672,-0.542954574084053,-1.472820349227453,0.6673820086892662,-1.004713772300062,0,0,0,0,0,0,0.5987450557550988,0.11135319907975683,-1.0047137723000623,False,False,True
18,M14877,-0.652413241617146,-0.542954574084053,-0.8074577902828489,0.5665158407715473,-0.9575817287526557,0,0,0,0,0,0,0.49884932260947434,0.4285983431744476,-0.9575817287526559,False,False,True
19,H29432,-0.6024172079894964,-0.542954574084053,-1.5064245188711198,1.4642247352392455,-0.9104496852052493,0,0,0,0,0,0,0.398953589463793,1.110050499169817,-0.9104496852052496,True,False,False
20,M14879,-0.5524211743618752,-0.47555368847848606,0.6845673418959601,-0.7548309589505707,-0.8318962792929053,0,0,0,0,0,0,0.3989535894638498,-0.6861270554425961,-0.8318962792929057,False,False,True
21,H29434,-0.5524211743618752,-0.47555368847848606,-1.042686977788517,0.27400395381016257,-0.7847642357454989,0,0,0,0,0,0,0.3989535894638498,-0.12435734829483593,-0.7847642357454991,True,False,False
22,L47201,-0.6024172079894964,-0.47555368847848606,-0.5386244331335139,0.48582290643737175,-0.7062108298331549,0,0,0,0,0,0,0.49884932260947434,0.4943568421689136,-0.7062108298331552,False,True,False
23,M14882,-0.5524211743618752,-0.47555368847848606,0.3418048115305581,-0.9363900612024648,-0.6747894674682173,0,0,0,0,0,0,0.3989535894638498,-1.132106345385039,-0.6747894674682176,False,False,True
24,L47203,-0.5024251407342256,-0.4081528028729574,1.5313924169163653,-1.4407209007910595,-0.6276574239208109,0,0,0,0,0,0,0.398953589463793,-1.4644739635707762,-0.6276574239208111,False,True,False
25,M14884,-0.5024251407342256,-0.4081528028729574,0.20738813295589056,-0.27067335294552014,-0.5962360615558733,0,0,0,0,0,0,0.398953589463793,-0.17260665659318675,-0.5962360615558735,False,False,True
26,L47205,-0.5024251407342256,-0.3407519172673904,2.2236383115759026,-1.6827997037935847,-0.5491040180084669,0,0,0,0,0,0,0.49884932260947434,-1.644646308782573,-0.5491040180084672,False,True,False
27,L47206,-0.452429107106576,-0.3407519172673904,-0.12193272955204475,-0.09920086748539772,-0.5176826556435293,0,0,0,0,0,0,0.398953589463793,-0.09905419092573087,-0.5176826556435296,False,True,False
28,H29441,-0.452429107106576,-0.4081528028729574,1.887596615139234,-1.55167368550055,-0.48626129327859174,0,0,0,0,0,0,0.2990578563181117,-1.5268653105082965,-0.4862612932785919,True,False,False
29,L47208,-0.452429107106576,-0.4081528028729574,-0.612553606349581,0.42530320568674096,-0.40770788736624775,0,0,0,0,0,0,0.2990578563181117,0.360047088650397,-0.4077078873662479,False,True,False
30,L47209,-0.5024251407342256,-0.4081528028729574,1.094538211548696,-0.996909761953096,-0.3762865250013101,0,0,0,0,0,0,0.398953589463793,-0.8921868579392628,-0.37628652500131027,False,True,False
31,M14890,-0.452429107106576,-0.3407519172673904,-1.2846369992229185,0.8287678773576166,-0.3448651626363725,0,0,0,0,0,0,0.398953589463793,0.45274280410042833,-0.34486516263637285,False,False,True
32,L47211,-0.5024251407342256,-0.4081528028729574,1.8002257740657002,-1.4608941343746031,-0.2977331190889661,0,0,0,0,0,0,0.398953589463793,-1.3982797154865871,-0.29773311908896627,False,True,False
33,L47212,-0.5024251407342256,-0.4081528028729574,-0.7469702849242486,0.838854494149388,-0.2663117567240285,0,0,0,0,0,0,0.398953589463793,0.8486703690552144,-0.26631175672402885,False,True,False
34,L47213,-0.5524211743618752,-0.47555368847848606,0.9063548615441614,-0.7548309589505707,-0.23489039435909093,0,0,0,0,0,0,0.3989535894638498,-0.5799132148227686,-0.23489039435909123,False,True,False
35,M14894,-0.6024172079894964,-0.6103554596895817,0.19394646509842384,-0.5329253895315887,-0.2034690319941533,0,0,0,0,0,0,0.2990578563181685,-0.581418529859991,-0.2034690319941536,False,False,True
36,M14895,-0.6024172079894964,-0.542954574084053,-0.5251827652760472,0.869114344524704,-0.15633698844674693,0,0,0,0,0,0,0.398953589463793,1.0496596366896576,-0.15633698844674723,False,False,True
37,M14896,-0.5524211743618752,-0.542954574084053,0.3418048115305581,-0.33119305369615093,-0.10920494489934052,0,0,0,0,0,0,0.2990578563181685,-0.19267092149722045,-0.10920494489934067,False,False,True
38,L47217,-0.6024172079894964,-0.6103554596895817,-0.612553606349581,-0.07902763390185365,-0.06207290135193413,0,0,0,0,0,0,0.2990578563181685,-0.3525017069297052,-0.06207290135193432,False,True,False
39,H29452,-0.5524211743618752,-0.542954574084053,-1.0158036420735834,1.0809332971519139,-0.030651538986996525,0,0,0,0,0,0,0.2990578563181685,0.9850994476919278,-0.03065153898699668,True,False,False
40,L47219,-0.6024172079894964,-0.6103554596895817,-1.2107078260068513,1.2624923994038078,0.047901866925347474,0,0,0,0,0,0,0.2990578563181685,1.0801422661934181,0.04790186692534731,False,True,False
41,L47220,-0.6024172079894964,-0.6103554596895817,-1.130057818862051,0.5463426071880032,0.07932322929028507,0,0,0,0,0,0,0.2990578563181685,0.18485614780519807,0.07932322929028472,False,True,False
42,L47221,-0.6024172079894964,-0.6103554596895817,-1.0897328152896506,1.0910199139436854,0.11074459165522267,0,0,0,0,0,0,0.2990578563181685,0.9434160859046212,0.11074459165522237,False,True,False
43,M14902,-0.6024172079894964,-0.6103554596895817,-1.0897328152896506,0.9195474284835635,0.14216595402016027,0,0,0,0,0,0,0.2990578563181685,0.7131028852095441,0.14216595402016,False,False,True
44,H29457,-0.6024172079894964,-0.542954574084053,-1.0628494795747172,0.859027727732932,0.18929799756756668,0,0,0,0,0,0,0.398953589463793,0.6510284467009118,0.18929799756756635,True,False,False
45,M14904,-0.6024172079894964,-0.6103554596895817,-0.3907660867013797,0.7581615598152132,0.26785140347991065,0,0,0,0,0,0,0.2990578563181685,0.9855649069468583,0.2678514034799103,False,False,True
46,L47225,-0.6024172079894964,-0.6103554596895817,-0.27651190991291236,0.9195474284835635,0.31498344702731707,0,0,0,0,0,0,0.2990578563181685,1.3014730936071743,0.3149834470273167,False,True,False
47,M14906,-0.652413241617146,-0.6777563452951486,2.102663300858702,-1.4306342839992874,0.34640480939225465,0,0,0,0,0,0,0.2990578563181685,-1.2298824990856967,0.34640480939225454,False,False,True
48,L47227,-0.6024172079894964,-0.6103554596895817,-0.7536911188529819,0.6371221583139501,0.39353685293966106,0,0,0,0,0,0,0.2990578563181685,0.563026937353798,0.3935368529396607,False,True,False
49,H29462,-0.6024172079894964,-0.542954574084053,-0.7066452813518483,1.4037050344886142,0.42495821530459865,0,0,0,0,0,0,0.398953589463793,1.6676607831884085,0.42495821530459854,True,False,False
50,M14909,-0.5524211743618752,-0.542954574084053,-0.7940161224253821,0.41521658889496893,0.5035116212169427,0,0,0,0,0,0,0.2990578563181685,0.22787646702688016,0.5035116212169425,False,False,True
51,L47230,-0.5524211743618752,-0.6103554596895817,2.455507082117204,-2.741894466929632,0.5506436647643491,1,0,0,1,0,0,0.19916212317254398,-2.72495000515865,0.5506436647643487,False,True,False
52,L47231,-0.5524211743618752,-0.6103554596895817,-0.98892030635865,1.504571202406333,0.5820650271292866,0,0,0,0,0,0,0.19916212317254398,1.5804317381367121,0.5820650271292865,False,True,False
53,H29466,-0.6024172079894964,-0.6777563452951486,-0.22274523848304537,0.38495673851965284,0.6134863894942243,0,0,0,0,0,0,0.1991621231724872,0.5546288639882394,0.613486389494224,True,False,False
54,L47233,-0.652413241617146,-0.6777563452951486,0.23427146867082407,-0.49257892236450135,0.6920397954065682,0,0,0,0,0,0,0.2990578563181685,-0.4988044638039911,0.6920397954065679,False,True,False
55,L47234,-0.652413241617146,-0.6777563452951486,1.0810965436912292,-0.996909761953096,0.7234611577715059,0,0,0,0,0,0,0.2990578563181685,-0.8981486977577368,0.7234611577715058,False,True,False
56,L47235,-0.6024172079894964,-0.6103554596895817,-0.12193272955204475,0.07227161797472474,0.7548825201364434,0,0,0,0,0,0,0.2990578563181685,0.15550250457935538,0.7548825201364432,False,True,False
57,L47236,-0.6024172079894964,-0.6103554596895817,-0.35716191705771283,0.24374410343484648,0.7863038825013811,0,0,0,0,0,0,0.2990578563181685,0.263092916187169,0.7863038825013806,False,True,False
58,L47237,-0.6024172079894964,-0.6103554596895817,-0.11521189562331137,0.031925150807636596,0.8177252448663187,0,0,0,0,0,0,0.2990578563181685,0.0995978770456552,0.8177252448663185,False,True,False
59,M14918,-0.6024172079894964,-0.6777563452951486,0.8794715258292279,-1.0574294627037275,0.8491466072312562,0,0,0,0,0,0,0.1991621231724872,-1.0862734638569675,0.8491466072312559,False,False,True
60,L47239,-0.6024172079894964,-0.6103554596895817,-1.0225244760023169,1.4541381184474735,0.8962786507786626,0,0,0,0,0,0,0.2990578563181685,1.4850125908759158,0.8962786507786625,False,True,False
61,L47240,-0.6024172079894964,-0.6103554596895817,-0.9217119670713163,1.2725790161955797,0.9277000131436003,0,0,0,0,0,0,0.2990578563181685,1.3175066794312764,0.9277000131435998,False,True,False
62,M14921,-0.6024172079894964,-0.6777563452951486,0.41573398474662515,-0.17989380181957257,0.9591213755085378,0,0,0,0,0,0,0.1991621231724872,0.08380197254322003,0.9591213755085377,False,False,True
63,L47242,-0.6024172079894964,-0.6777563452951486,2.008571625856435,-1.7231461709606726,1.0062534190559442,0,0,0,0,0,0,0.1991621231724872,-1.790939162268456,1.0062534190559438,False,True,False
64,M14923,-0.5524211743618752,-0.6777563452951486,1.8943174490679675,-1.4205476672075157,1.0376747814208818,0,0,0,0,0,0,0.09926639002686265,-1.2911448597453012,1.0376747814208818,False,False,True
65,L47244,-0.5024251407342256,-0.6103554596895817,-0.04800355633597764,-0.13954733465248514,1.0848068249682883,0,0,0,0,0,0,0.09926639002686265,-0.11690009682754218,1.0848068249682878,False,True,False
66,L47245,-0.5024251407342256,-0.6103554596895817,-0.9149911331425828,0.5160827568126879,1.1162281873332258,0,0,0,0,0,0,0.09926639002686265,0.2873166042203722,1.1162281873332258,False,True,False
67,M14926,-0.5524211743618752,-0.7451572309007156,1.0004465365464288,-1.1381223970379026,1.1476495496981634,0,0,0,0,0,0,-0.0006293431188186668,-1.1667087844643564,1.1476495496981631,False,False,True
68,H29481,-0.6024172079894964,-0.7451572309007156,-0.43109109027377995,0.41521658889496893,1.1947815932455699,0,0,0,0,0,0,0.09926639002680586,0.4637157584507094,1.1947815932455697,True,False,False
69,L47248,-0.6024172079894964,-0.7451572309007156,-0.02112022062104414,-0.7649175757423428,1.273334999157914,0,0,0,0,0,0,0.09926639002680586,-1.0392026587785494,1.2733349991579137,False,True,False
70,L47249,-0.5524211743618752,-0.6777563452951486,-0.8074577902828489,2.593925815917698,1.3047563615228515,1,0,0,1,1,0,0.09926639002686265,2.7291827034586107,1.3047563615228512,False,True,False
71,M14930,-0.5524211743618752,-0.6777563452951486,2.455507082117204,-1.7534060213359879,1.336177723887789,0,0,0,0,0,0,0.09926639002686265,-1.632653305426805,1.336177723887789,False,False,True
72,L47251,-0.5524211743618752,-0.6103554596895817,-0.5251827652760472,0.5564292239797752,1.3833097674351955,0,0,0,0,0,0,0.19916212317254398,0.6038883179036736,1.383309767435195,False,True,False
73,L47252,-0.5524211743618752,-0.6103554596895817,-1.0830119813609171,0.4454764392702843,1.414731129800133,0,0,0,0,0,0,0.19916212317254398,0.08075172891516315,1.414731129800133,False,True,False
74,L47253,-0.5024251407342256,-0.6103554596895817,0.41573398474662515,-0.5026655391562734,1.4461524921650706,0,0,0,0,0,0,0.09926639002686265,-0.4207162462480619,1.4461524921650704,False,True,False
75,L47254,-0.5524211743618752,-0.6777563452951486,0.4762214901052255,-0.7750041925341148,1.4775738545300083,0,0,0,0,0,0,0.09926639002686265,-0.8176143432663217,1.4775738545300083,False,True,False
76,L47255,-0.6024172079894964,-0.7451572309007156,-1.0158036420735834,0.6774686254810383,1.5089952168949459,0,0,0,0,0,0,0.09926639002680586,0.4388285433945208,1.5089952168949456,False,True,False
77,L47256,-0.6024172079894964,-0.7451572309007156,-0.4646952599174468,0.7985080269823005,1.5404165792598834,0,0,0,0,0,0,0.09926639002680586,0.9916951043681792,1.5404165792598832,False,True,False
78,L47257,-0.6024172079894964,-0.7451572309007156,-0.5050202634898471,0.13279131872535552,1.5718379416248212,1,1,0,0,0,0,0.09926639002680586,0.012210377779514382,1.571837941624821,False,True,False
79,L47258,-0.6024172079894964,-0.7451572309007156,-0.8881077974276493,1.1616262314860888,-1.6959837443286894,0,0,0,0,0,0,0.09926639002680586,1.1912582840726222,-1.6959837443286896,False,True,False
80,L47259,-0.6024172079894964,-0.7451572309007156,-0.8612244617127159,-0.21015365219488868,-1.6645623819637516,0,0,0,0,0,0,0.09926639002680586,-0.6766396093527323,-1.664562381963752,False,True,False
81,H29494,-0.6024172079894964,-0.8125581165062443,-0.5722286027771808,1.0002403628177383,-1.633141019598814,0,0,0,0,0,0,-0.0006293431188186668,1.20200346048964,-1.6331410195988143,True,False,False
82,L47261,-0.5524211743618752,-0.7451572309007156,-0.5386244331335139,0.7581615598152132,-1.55458761368647,0,0,0,0,0,0,-0.0006293431188186668,0.8820744981377955,-1.5545876136864702,False,True,False
83,L47262,-0.5524211743618752,-0.7451572309007156,-0.5184619313473138,0.08235823476649605,-1.5231662513215325,0,0,0,0,0,0,-0.0006293431188186668,-0.06791793778738758,-1.5231662513215327,False,True,False
84,L47263,-0.5024251407342256,-0.6777563452951486,-0.41092858848757985,0.011751917224093241,-1.491744888956595,0,0,0,0,0,0,-0.0006293431188186668,-0.10510516123982999,-1.4917448889565952,False,True,False
85,L47264,-0.5524211743618752,-0.7451572309007156,-0.7268077831380484,0.7682481766069852,-1.4603235265916572,0,0,0,0,0,0,-0.0006293431188186668,0.764442050689561,-1.4603235265916577,False,True,False
86,M14945,-0.5024251407342256,-0.6777563452951486,1.8405507776381005,-1.3297681160815684,-1.4289021642267197,0,0,0,0,0,0,-0.0006293431188186668,-1.1508732664083086,-1.42890216422672,False,False,True
87,H29500,-0.5024251407342256,-0.6777563452951486,-0.6327161081357812,0.39504335531142487,-1.3817701206793134,0,0,0,0,0,0,-0.0006293431188186668,0.30425139838912796,-1.3817701206793136,True,False,False
88,L47267,-0.5024251407342256,-0.6777563452951486,0.09313395616742322,-0.8254372764929738,-1.3032167147669693,0,0,0,0,0,0,-0.0006293431188186668,-1.0763997856193943,-1.3032167147669698,False,True,False
89,M14948,-0.5024251407342256,-0.6777563452951486,-0.7469702849242486,0.5261693736044599,-1.2717953524020318,0,0,0,0,0,0,-0.0006293431188186668,0.413030216605276,-1.271795352402032,False,False,True
90,M14949,-0.5524211743618752,-0.7451572309007156,-0.2899535777703791,-0.04876778352653825,-1.2246633088546253,0,0,0,0,0,0,-0.0006293431188186668,-0.12198053507816918,-1.2246633088546257,False,False,True
91,L47270,-0.5524211743618752,-0.7451572309007156,1.4977882472726984,-1.4306342839992874,-1.177531265307219,0,0,0,0,0,0,-0.0006293431188186668,-1.4598391777982744,-1.1775312653072194,False,True,False
92,L47271,-0.5524211743618752,-0.7451572309007156,2.0152924597851682,-1.5214138351252346,-1.1461099029422812,0,0,0,0,0,0,-0.0006293431188186668,-1.4262072707824298,-1.1461099029422814,False,True,False
93,M14952,-0.5524211743618752,-0.7451572309007156,1.3230465651256307,-1.2995082657062527,-1.1146885405773437,0,0,0,0,0,0,-0.0006293431188186668,-1.3039301341732907,-1.1146885405773441,False,False,True
94,L47273,-0.452429107106576,-0.6777563452951486,-0.5386244331335139,0.304263804185478,-1.0675564970299374,0,0,0,0,0,0,-0.10052507626449998,0.23587840485632688,-1.0675564970299374,False,True,False
95,L47274,-0.5024251407342256,-0.7451572309007156,0.6173590026086264,-0.8153506597012022,-1.0361351346649996,0,0,0,0,0,0,-0.10052507626449998,-0.8146928436875012,-1.036135134665,False,True,False
96,M14955,-0.5024251407342256,-0.6777563452951486,-1.2039869920781179,1.2322325490284922,-1.004713772300062,0,0,0,0,0,0,-0.0006293431188186668,1.045203111908406,-1.0047137723000623,False,False,True
97,M14956,-0.5024251407342256,-0.6777563452951486,0.3014798079581578,-0.472405688780958,-0.9575817287526557,0,0,0,0,0,0,-0.0006293431188186668,-0.43284789704146953,-0.9575817287526559,False,False,True
98,M14957,-0.5524211743618752,-0.7451572309007156,1.4776257454864983,-1.01708299553664,-0.9104496852052493,0,0,0,0,0,0,-0.0006293431188186668,-0.7569362825224812,-0.9104496852052496,False,False,True
99,L47278,-0.5524211743618752,-0.8125581165062443,-0.0076785527635773905,-0.7346577253670267,-0.8633176416578429,0,0,0,0,0,0,-0.1005250762644432,-0.9873584204899895,-0.8633176416578432,False,True,False
100,L47279,-0.6024172079894964,-0.8125581165062443,-0.04800355633597764,0.4454764392702843,-0.8318962792929053,0,0,0,0,0,0,-0.0006293431188186668,0.7579058143437254,-0.8318962792929057,False,True,False
101,L47280,-0.6024172079894964,-0.7451572309007156,2.1631508062173026,-1.5113272183334625,-0.8004749169279677,0,0,0,0,0,0,0.09926639002680586,-1.3536154337900441,-0.800474916927968,False,True,False
102,L47281,-0.6024172079894964,-0.8125581165062443,2.455507082117204,-1.9450517403796541,-0.7690535545630302,0,0,0,0,0,0,-0.0006293431188186668,-1.8573314781207009,-0.7690535545630304,False,True,False
103,L47282,-0.6024172079894964,-0.8125581165062443,0.16706312938349033,0.0621850011829527,-0.7376321921980925,0,0,0,0,0,0,-0.0006293431188186668,0.3134219360501031,-0.7376321921980928,False,True,False
104,M14963,-0.6024172079894964,-0.8125581165062443,-0.5991119384921143,0.05209838439118067,-0.7062108298331549,0,0,0,0,0,0,-0.0006293431188186668,-0.15921727547262624,-0.7062108298331552,False,False,True
105,L47284,-0.6024172079894964,-0.8799590021118113,-0.5386244331335139,0.3446102713525654,-0.6590787862857486,0,0,0,0,0,0,-0.10052507626449998,0.29331805759245744,-0.6590787862857488,False,True,False
106,L47285,-0.6024172079894964,-0.8799590021118113,0.4090131508178918,-0.896043594035377,-0.6276574239208109,0,0,0,0,0,0,-0.10052507626449998,-1.038677779193201,-0.6276574239208111,False,True,False
107,L47286,-0.6024172079894964,-0.8799590021118113,-0.5722286027771808,0.859027727732932,-0.5962360615558733,0,0,0,0,0,0,-0.10052507626449998,1.0016579131013776,-0.5962360615558735,False,True,False
108,M14967,-0.6024172079894964,-0.8125581165062443,-0.22274523848304537,0.6875552422728096,-0.5648146991909357,0,0,0,0,0,0,-0.0006293431188186668,0.9993900371571399,-0.5648146991909359,False,False,True
109,H29522,-0.5524211743618752,-0.8125581165062443,0.6106381686798931,-0.7346577253670267,-0.5176826556435293,0,0,0,0,0,0,-0.1005250762644432,-0.6894248837807219,-0.5176826556435296,True,False,False
110,L47289,-0.5524211743618752,-0.8799590021118113,0.2813173061719577,-0.5934450902822203,-0.43912924973118533,0,0,0,0,0,0,-0.20042080941012452,-0.6301531041900768,-0.43912924973118556,False,True,False
111,L47290,-0.6024172079894964,-0.9473598877173399,2.29756748479197,-1.7634926381277598,-0.40770788736624775,0,0,0,0,0,0,-0.20042080941012452,-1.7675770690262953,-0.4077078873662479,False,True,False
112,H29525,-0.652413241617146,-0.9473598877173399,-0.2093035706255786,0.3546968881443374,-0.3762865250013101,0,0,0,0,0,0,-0.1005250762644432,0.5187686945817698,-0.37628652500131027,True,False,False
113,M14972,-0.6024172079894964,-0.8799590021118113,-0.216024404554312,-0.04876778352653825,-0.2977331190889661,0,0,0,0,0,0,-0.10052507626449998,-0.07895031246808518,-0.29773311908896627,False,False,True
114,M14973,-0.6024172079894964,-0.9473598877173399,-0.29667441169911246,0.193311019475987,-0.25060107554155975,0,0,0,0,0,0,-0.20042080941012452,0.22730207049951856,-0.2506010755415599,False,False,True
115,L47294,-0.6024172079894964,-0.9473598877173399,1.007167370475162,-1.0675160794954994,-0.2034690319941533,0,0,0,0,0,0,-0.20042080941012452,-1.0474026643760517,-0.2034690319941536,False,True,False
116,L47295,-0.6024172079894964,-0.9473598877173399,-0.666320277779448,0.5766024575633193,-0.17204766962921572,0,0,0,0,0,0,-0.20042080941012452,0.5376049393238599,-0.17204766962921594,False,True,False
117,L47296,-0.5524211743618752,-0.8799590021118113,0.2275506347420907,-0.5934450902822203,-0.14062630726427813,0,0,0,0,0,0,-0.20042080941012452,-0.657169547752864,-0.1406263072642783,False,True,False
118,L47297,-0.6024172079894964,-0.9473598877173399,0.46277982224775877,-0.7043978749917112,-0.10920494489934052,0,0,0,0,0,0,-0.20042080941012452,-0.7131633057821887,-0.10920494489934067,False,True,False
119,M14978,-0.6024172079894964,-0.9473598877173399,1.1886298865509632,-1.1986420977885337,-0.07778358253440293,0,0,0,0,0,0,-0.20042080941012452,-1.1885556592808906,-0.07778358253440325,False,False,True
120,L47299,-0.652413241617146,-1.014760773322907,-0.4243702563450466,0.07227161797472474,-0.030651538986996525,0,0,0,0,0,0,-0.20042080941012452,-0.025878054017580972,-0.03065153898699668,False,True,False
121,L47300,-0.5524211743618752,-0.8799590021118113,-0.6528786099219813,0.47573628964560044,0.0007698233779410748,0,0,0,0,0,0,-0.20042080941012452,0.40474108051214847,0.0007698233779407373,False,True,False
122,L47301,-0.5524211743618752,-0.8799590021118113,0.18722563116969046,0.1227047019335842,0.03219118574287867,0,0,0,0,0,0,-0.20042080941012452,0.4180611379138891,0.032191185742878374,False,True,False
123,L47302,-0.5024251407342256,-0.8125581165062443,-1.4795411831561862,1.0809332971519139,0.06361254810781627,0,0,0,0,0,0,-0.20042080941012452,0.6386492111974353,0.06361254810781601,False,True,False
124,L47303,-0.5524211743618752,-0.8799590021118113,0.10657562402488997,0.3446102713525654,0.09503391047275388,0,0,0,0,0,0,-0.20042080941012452,0.7059328320059298,0.09503391047275365,False,True,False
125,L47304,-0.5524211743618752,-0.8799590021118113,1.3230465651256307,-1.0675160794954994,0.12645527283769148,0,0,0,0,0,0,-0.20042080941012452,-0.9105576434264225,0.12645527283769128,False,True,False
126,L47305,-0.5524211743618752,-0.9473598877173399,0.20066729902715721,-0.785090809325886,0.15787663520262907,0,0,0,0,0,0,-0.300316542555749,-0.9642142017926895,0.15787663520262893,False,True,False
127,L47306,-0.5024251407342256,-0.9473598877173399,-1.3518453385102522,2.069421742745559,0.18929799756756668,0,0,0,0,0,0,-0.40021227570143036,2.0238856640364458,0.18929799756756635,False,True,False
128,L47307,-0.5524211743618752,-0.9473598877173399,-0.7872952884966488,0.6572953918974942,0.22071935993250427,0,0,0,0,0,0,-0.300316542555749,0.5680875688276198,0.220719359932504,False,True,False
129,L47308,-0.5024251407342256,-0.9473598877173399,0.3821298151029583,-0.13954733465248514,0.2521407222974419,0,0,0,0,0,0,-0.40021227570143036,0.12775321027476297,0.2521407222974416,False,True,False
130,L47309,-0.5524211743618752,-1.014760773322907,0.19394646509842384,-0.573271856698677,0.2835620846623795,0,0,0,0,0,0,-0.40021227570143036,-0.6431760599397347,0.28356208466237925,False,True,False
131,L47310,-0.6024172079894964,-1.082161658928474,-0.38404525277264634,0.11261808514181217,0.31498344702731707,0,0,0,0,0,0,-0.40021227570148715,0.05665678493119709,0.3149834470273167,False,True,False
132,L47311,-0.6024172079894964,-1.082161658928474,1.3902549044129644,-1.2389885649556216,0.34640480939225465,0,0,0,0,0,0,-0.40021227570148715,-1.1738788376679694,0.34640480939225454,False,True,False
133,M14992,-0.652413241617146,-1.082161658928474,-0.5991119384921143,0.32443703776902205,0.37782617175719224,0,0,0,0,0,0,-0.3003165425558058,0.22609385711437957,0.37782617175719196,False,False,True
134,M14993,-0.652413241617146,-1.082161658928474,-0.6730411117081814,0.969980512442423,0.42495821530459865,0,0,0,0,0,0,-0.3003165425558058,1.085391062046892,0.42495821530459854,False,False,True
135,L47314,-0.6024172079894964,-1.082161658928474,-1.0830119813609171,1.3129254833626671,0.47209025885200506,0,0,0,0,0,0,-0.40021227570148715,1.2467172591281965,0.4720902588520047,False,True,False
136,M14995,-0.6024172079894964,-1.014760773322907,1.2155132222658966,-1.1582956306214465,0.5035116212169427,0,0,0,0,0,0,-0.3003165425558058,-1.109645460487531,0.5035116212169425,False,False,True
137,H29550,-0.652413241617146,-1.014760773322907,-0.7402494509955152,0.5766024575633193,0.5506436647643491,0,0,0,0,0,0,-0.20042080941012452,0.4878206058230795,0.5506436647643487,True,False,False
